incident_id,downtime_start,downtime_end,duration_minutes,source,title,impact
18699288,2023-10-05T14:18:00Z,2023-10-05T16:42:00Z,144,updates,Incident with Pull Requests,minor
18703944,2023-10-06T01:12:00Z,2023-10-06T02:59:00Z,107,updates,Incident with API Requests,minor
18732977,2023-10-09T14:51:00Z,2023-10-09T15:18:00Z,27,updates,Incident with Pull Requests,minor
18825532,2023-10-17T11:14:00Z,2023-10-17T13:49:00Z,155,updates,Incident with Codespaces,major
18888976,2023-10-22T15:16:00Z,2023-10-22T16:07:00Z,51,updates,Incident with Git Operations,minor
18923106,2023-10-25T12:10:00Z,2023-10-25T13:02:00Z,52,updates,Incident with Copilot,minor
18927539,2023-10-25T20:50:00Z,2023-10-25T22:15:00Z,85,updates,Incident with Copilot,minor
19011858,2023-11-03T16:10:00Z,2023-11-03T19:21:00Z,191,updates,"Incident with Git Operations, Issues, Pull Requests, Actions, API Requests, Codespaces, Packages, Pages and Webhooks",major
19046007,2023-11-07T13:44:00Z,2023-11-07T14:25:00Z,41,updates,Incident with API Requests and Issues,minor
19089302,2023-11-11T01:26:00Z,2023-11-11T02:14:00Z,48,updates,"Incident with Pages, Webhooks and Actions",minor
19111238,2023-11-13T21:13:00Z,2023-11-13T21:38:00Z,25,updates,We are investigating reports of degraded performance.,minor
19125900,2023-11-15T09:50:00Z,2023-11-15T11:34:00Z,104,updates,We are investigating reports of degraded performance.,minor
19186262,2023-11-21T10:11:00Z,2023-11-21T11:27:00Z,76,updates,Incident with Actions,minor
19228757,2023-11-27T19:43:00Z,2023-11-27T21:11:00Z,88,updates,"Incident with Pull Requests, Issues, Webhooks and Actions",minor
19235767,2023-11-28T17:24:00Z,2023-11-28T17:59:00Z,35,updates,Incident with Actions and Webhooks,minor
19236112,2023-11-28T18:09:00Z,2023-11-28T19:40:00Z,91,updates,We are investigating reports of degraded performance.,minor
19262410,2023-12-01T15:49:00Z,2023-12-01T18:16:00Z,147,updates,Incident with Copilot,minor
19474069,2023-12-18T21:17:00Z,2023-12-18T21:26:00Z,9,updates,Incident with Git Operations and Pull Requests,minor
19483257,2023-12-19T21:12:00Z,2023-12-19T22:50:00Z,98,updates,"Incident with Packages, Issues, Pull Requests and Webhooks",minor
19539585,2023-12-27T02:51:00Z,2023-12-27T03:06:00Z,15,updates,Incident with Codespaces and API Requests,minor
19539589,2023-12-27T02:53:00Z,2023-12-27T04:00:00Z,67,updates,Incident with Codespaces,major
19544647,2023-12-27T18:29:00Z,2023-12-27T19:25:00Z,56,updates,Incident with Pages,minor
19548383,2023-12-28T06:43:00Z,2023-12-28T06:57:00Z,14,updates,We are investigating reports of degraded performance.,major
19554848,2023-12-29T01:41:00Z,2023-12-29T02:04:00Z,23,updates,We are investigating reports of degraded performance.,minor
19560110,2023-12-29T18:17:00Z,2023-12-29T18:33:00Z,16,updates,Incident with API Requests,minor
19560904,2023-12-29T20:05:00Z,2023-12-29T21:21:00Z,76,updates,We are investigating reports of degraded performance.,minor
19601822,2024-01-03T12:42:00Z,2024-01-03T17:05:00Z,263,updates,We are investigating reports of degraded performance.,minor
19649919,2024-01-08T20:22:00Z,2024-01-08T23:41:00Z,199,updates,Incident with Codespaces,minor
19653031,2024-01-09T04:59:00Z,2024-01-09T05:44:00Z,45,updates,We are investigating reports of degraded performance.,minor
19656564,2024-01-09T13:02:00Z,2024-01-09T14:40:00Z,98,updates,"Incident with Issues, API Requests, Pull Requests, Actions, Pages, Git Operations, Webhooks, Packages and Codespaces",major
19780875,2024-01-21T03:45:00Z,2024-01-21T06:19:00Z,154,updates,Incident with Actions,minor
19780832,2024-01-21T03:38:00Z,2024-01-21T09:34:00Z,356,updates,Incident with Codespaces,major
19807320,2024-01-23T15:50:00Z,2024-01-23T18:53:00Z,183,updates,We are investigating reports of degraded performance.,major
19850844,2024-01-28T01:00:00Z,2024-01-28T14:00:00Z,780,postmortem,We are investigating reports of degraded performance.,minor
19876035,2024-01-31T14:14:00Z,2024-01-31T14:57:00Z,43,updates,We are investigating reports of degraded performance.,major
19881217,2024-02-01T03:13:00Z,2024-02-01T04:41:00Z,88,updates,We are investigating reports of degraded performance.,minor
19910963,2024-02-05T09:40:00Z,2024-02-05T09:53:00Z,13,updates,Incident with Git Operations,minor
19947047,2024-02-09T11:09:00Z,2024-02-09T11:28:00Z,19,updates,Incident with Webhooks,minor
19966019,2024-02-12T11:38:00Z,2024-02-12T12:39:00Z,61,updates,Incident with Copilot,minor
19966692,2024-02-12T13:28:00Z,2024-02-12T18:14:00Z,286,updates,Incident with Copilot,minor
20040093,2024-02-21T17:20:00Z,2024-02-21T17:30:00Z,10,updates,Incident with Actions,minor
20081184,2024-02-26T18:34:00Z,2024-02-26T19:37:00Z,63,postmortem,"Incident with Webhooks, Actions, Pull Requests and Issues",major
20082035,2024-02-26T21:01:00Z,2024-02-26T21:40:00Z,39,updates,We are investigating reports of degraded performance.,major
20105717,2024-02-29T10:33:00Z,2024-02-29T12:27:00Z,114,updates,"Incident with Issues, Webhooks and Actions",minor
20132654,2024-03-01T14:17:00Z,2024-03-01T15:54:00Z,97,postmortem,"Incident with Pull Requests, Actions and Issues",minor
20135877,2024-03-01T17:00:00Z,2024-03-01T17:42:00Z,42,postmortem,"Incident with API Requests, Copilot, Git Operations, Actions and Pages",minor
20212410,2024-03-11T06:30:00Z,2024-03-11T11:45:00Z,315,postmortem,Incident with Copilot,minor
20217989,2024-03-11T19:02:00Z,2024-03-11T19:22:00Z,20,updates,Incident with Actions,minor
20219651,2024-03-11T23:01:00Z,2024-03-12T01:00:00Z,119,updates,"Incident with API Requests, Git Operations, Webhooks and Copilot",major
20229283,2024-03-12T23:39:00Z,2024-03-13T01:58:00Z,139,updates,Incident with Pull Requests,minor
20272496,2024-03-15T19:42:00Z,2024-03-15T20:24:00Z,42,postmortem,Incident with Codespaces and API Requests,major
20272593,2024-03-15T20:07:00Z,2024-03-15T20:28:00Z,21,updates,Incident with Actions and Pages,minor
20443672,2024-04-03T23:59:00Z,2024-04-04T01:10:00Z,71,updates,"Incident with Actions, API Requests and Webhooks",minor
20455824,2024-04-05T08:28:00Z,2024-04-05T08:48:00Z,20,updates,"Incident with Issues, API Requests, Pull Requests and Codespaces",minor
20455837,2024-04-05T08:31:00Z,2024-04-05T08:53:00Z,22,updates,We are investigating reports of degraded performance.,major
20455850,2024-04-05T08:33:00Z,2024-04-05T09:18:00Z,45,updates,"Incident with Pages, Actions, Codespaces, API Requests, Issues and Pull Requests",major
20462209,2024-04-06T01:52:00Z,2024-04-06T02:22:00Z,30,updates,Incident with Pages,minor
20483650,2024-04-09T04:32:00Z,2024-04-09T05:10:00Z,38,postmortem,We are investigating reports of degraded performance.,minor
20489412,2024-04-09T18:36:00Z,2024-04-09T20:17:00Z,101,updates,Incident with Actions,minor
20494482,2024-04-10T09:22:00Z,2024-04-10T09:38:00Z,16,updates,Incident with Issues and Pull Requests,major
20497442,2024-04-10T16:12:00Z,2024-04-10T18:07:00Z,115,updates,Incident with Codespaces,minor
20498552,2024-04-10T18:41:00Z,2024-04-10T19:03:00Z,22,updates,"Incident with Git Operations, API Requests, Actions, Pages, Issues and Copilot",major
20530168,2024-04-14T14:21:00Z,2024-04-14T21:53:00Z,452,updates,We are investigating reports of degraded performance.,major
20537427,2024-04-15T12:58:00Z,2024-04-15T14:53:00Z,115,updates,Incident with Copilot,minor
20551752,2024-04-16T23:51:00Z,2024-04-17T00:48:00Z,57,updates,Incident with Copilot,minor
20571321,2024-04-18T18:25:00Z,2024-04-18T18:47:00Z,22,updates,Incident with Codespaces,minor
20621931,2024-04-24T10:56:00Z,2024-04-24T11:01:00Z,5,updates,Incident with Git Operations,minor
20621859,2024-04-24T10:45:00Z,2024-04-24T16:16:00Z,331,updates,"Incident with Pull Requests, Git Operations, Actions, API Requests, Issues and Webhooks",minor
20625392,2024-04-24T17:40:00Z,2024-04-24T18:20:00Z,40,updates,Incident with Pull Requests,minor
20642925,2024-04-26T15:10:00Z,2024-04-26T16:49:00Z,99,updates,We are investigating reports of degraded performance.,minor
20693830,2024-05-02T19:07:00Z,2024-05-03T02:45:00Z,458,updates,We are investigating reports of degraded performance.,minor
20730441,2024-05-07T14:23:00Z,2024-05-07T15:55:00Z,92,updates,"Incident with Issues, API Requests and Pull Requests",minor
20775725,2024-05-13T13:23:00Z,2024-05-13T15:44:00Z,141,updates,Incident with Copilot,minor
20778761,2024-05-13T19:03:00Z,2024-05-13T19:57:00Z,54,postmortem,Incident with Actions,minor
20787399,2024-05-14T18:37:00Z,2024-05-14T21:04:00Z,147,updates,We are investigating reports of degraded performance.,minor
20800199,2024-05-16T04:10:00Z,2024-05-16T05:02:00Z,52,postmortem,Incident with Actions,minor
20833952,2024-05-20T16:47:00Z,2024-05-20T17:05:00Z,18,updates,We are investigating reports of degraded performance.,minor
20841162,2024-05-21T11:40:00Z,2024-05-21T19:06:00Z,446,postmortem,Incident with Actions,minor
20863096,2024-05-23T15:31:00Z,2024-05-23T16:02:00Z,31,updates,Incident with Codespaces,minor
20910208,2024-05-28T20:17:00Z,2024-05-28T21:24:00Z,67,updates,Incident with Codespaces,minor
20938285,2024-05-30T17:14:00Z,2024-05-30T17:22:00Z,8,updates,Incident with Copilot,minor
21009829,2024-06-05T17:05:00Z,2024-06-05T19:27:00Z,142,postmortem,Incident with Issues,major
21015719,2024-06-06T04:21:00Z,2024-06-06T04:43:00Z,22,updates,Incident with Packages,minor
21078205,2024-06-11T20:33:00Z,2024-06-11T21:39:00Z,66,updates,Incident with Actions,minor
21148992,2024-06-18T17:14:00Z,2024-06-18T18:09:00Z,55,updates,We are investigating degraded performance for GitHub Enterprise Importer migrations,minor
21156994,2024-06-19T11:58:00Z,2024-06-19T12:53:00Z,55,updates,Incident with Copilot Pull Request Summaries,minor
21242609,2024-06-27T21:16:00Z,2024-06-27T21:42:00Z,26,updates,Disruption with GitHub services,major
21243659,2024-06-27T23:34:00Z,2024-06-27T23:44:00Z,10,updates,Incident with Codespaces,minor
21251038,2024-06-28T17:34:00Z,2024-06-28T22:51:00Z,317,updates,Delays in changes to organization membership,minor
21279789,2024-07-01T22:59:00Z,2024-07-02T01:14:00Z,135,updates,Incident with Git Operations,minor
21289093,2024-07-02T18:21:00Z,2024-07-02T19:24:00Z,63,postmortem,Disruption with GitHub services,minor
21298778,2024-07-03T15:24:00Z,2024-07-03T16:40:00Z,76,updates,Disruption with GitHub Docs,minor
21319915,2024-07-05T16:31:00Z,2024-07-05T18:08:00Z,97,postmortem,Incident with Webhooks and Actions,major
21349015,2024-07-08T19:01:00Z,2024-07-08T19:45:00Z,44,updates,Incident with Issues and Pages,minor
21380971,2024-07-11T10:20:00Z,2024-07-11T14:00:00Z,220,postmortem,Incident with Copilot,minor
21398869,2024-07-13T00:18:00Z,2024-07-13T19:27:00Z,1149,updates,Incident with Copilot,major
21424650,2024-07-16T00:53:00Z,2024-07-16T03:07:00Z,134,updates,Disruption with some GitHub services,major
21442737,2024-07-17T16:21:00Z,2024-07-17T17:06:00Z,45,updates,Incident with multiple GitHub services,minor
21443579,2024-07-17T17:56:00Z,2024-07-17T18:13:00Z,17,updates,Incident with Codespaces,minor
21456889,2024-07-18T22:47:00Z,2024-07-19T02:38:00Z,231,updates,Issues enabling actions and running jobs on GitHub,minor
21458536,2024-07-19T02:10:00Z,2024-07-19T04:47:00Z,157,updates,Incident with Codespaces,minor
21506412,2024-07-23T21:40:00Z,2024-07-23T22:00:00Z,20,postmortem,Disruption with GitHub Copilot Chat,minor
21526628,2024-07-25T18:44:00Z,2024-07-25T19:20:00Z,36,updates,Events are delayed across GitHub,minor
21527660,2024-07-25T21:04:00Z,2024-07-25T21:05:00Z,1,updates,Linking internal teams to external IDP groups was broken for some users between 15:17-20:44 UTC,minor
21570952,2024-07-30T13:36:00Z,2024-07-30T14:22:00Z,46,updates,Incident with Codespaces,minor
21573639,2024-07-30T18:19:00Z,2024-07-30T22:10:00Z,231,updates,Actions runs using large hosted runners delayed for some customers,minor
21577714,2024-07-31T00:52:00Z,2024-07-31T03:37:00Z,165,updates,Incident with Codespaces,minor
21580456,2024-07-31T07:05:00Z,2024-07-31T09:01:00Z,116,postmortem,Disruption in service with some Redis clusters,minor
21586637,2024-07-31T20:38:00Z,2024-07-31T21:21:00Z,43,updates,Disruption with some GitHub services,minor
21663216,2024-08-06T18:30:00Z,2024-08-06T18:30:00Z,0,updates,[Retroactive] Incident with Pull Requests,minor
21720793,2024-08-12T14:03:00Z,2024-08-12T14:15:00Z,12,updates,Disruption with some GitHub services,minor
21720847,2024-08-12T14:09:00Z,2024-08-12T14:41:00Z,32,updates,Incident with Webhooks,minor
21731722,2024-08-13T13:00:00Z,2024-08-13T13:23:00Z,23,postmortem,Disruption with some GitHub services,minor
21748191,2024-08-14T23:11:00Z,2024-08-15T00:30:00Z,79,updates,All GitHub services are experiencing significant disruptions,major
21754049,2024-08-15T13:14:00Z,2024-08-15T13:43:00Z,29,postmortem,Incident with starting Action Workflows,minor
21839481,2024-08-21T13:48:00Z,2024-08-21T15:00:00Z,72,postmortem,Incident with Actions,minor
21858990,2024-08-22T16:10:00Z,2024-08-22T17:28:00Z,78,postmortem,Incident with Actions,minor
21936136,2024-08-27T22:37:00Z,2024-08-27T23:26:00Z,49,updates,Disruption with some GitHub services,minor
21952389,2024-08-28T22:02:00Z,2024-08-28T23:43:00Z,101,updates,Disruption with some GitHub services,minor
21967456,2024-08-29T19:29:00Z,2024-08-29T21:54:00Z,145,updates,Disruption with some GitHub services,minor
22064375,2024-09-05T15:55:00Z,2024-09-05T17:24:00Z,89,updates,Disruption with some GitHub services,minor
22152566,2024-09-13T05:42:00Z,2024-09-13T07:13:00Z,91,updates,"Processing delays to some Issues, Pull Requests and Webhooks",minor
22169514,2024-09-14T22:10:00Z,2024-09-14T22:43:00Z,33,updates,Incident with Pull Requests,minor
22182729,2024-09-16T13:24:00Z,2024-09-16T14:28:00Z,64,postmortem,Disruption with Git SSH,minor
22186983,2024-09-16T21:11:00Z,2024-09-16T22:20:00Z,69,postmortem,Incident with Pages and Actions,major
22274725,2024-09-24T20:54:00Z,2024-09-24T21:04:00Z,10,updates,Incident with Codespaces start and creation,major
22283075,2024-09-25T15:25:00Z,2024-09-25T16:03:00Z,38,updates,Incident with Git Operations,minor
22284983,2024-09-25T19:11:00Z,2024-09-25T19:19:00Z,8,updates,Incident with Actions Runs,minor
22287041,2024-09-25T23:39:00Z,2024-09-26T05:08:00Z,329,updates,Degraded performance for some Copilot users,minor
22381154,2024-09-27T15:30:00Z,2024-09-27T15:30:00Z,0,updates,Disruption with some GitHub services,none
22336802,2024-09-30T11:08:00Z,2024-09-30T11:26:00Z,18,updates,Incident with Codespaces,major
22463089,2024-10-08T17:02:00Z,2024-10-08T23:32:00Z,390,updates,Isolated Codespaces creation failures in the West Europe region,minor
22512439,2024-10-11T17:53:00Z,2024-10-12T01:11:00Z,438,updates,Disruption with some GitHub services,major
22651827,2024-10-24T06:12:00Z,2024-10-24T06:55:00Z,43,updates,Incident with GitHub Community Discussions,minor
22710111,2024-10-30T07:25:00Z,2024-10-30T09:42:00Z,137,updates,Incident with Actions,minor
22936938,2024-11-06T11:00:00Z,2024-11-06T11:00:00Z,0,updates,[Retroactive] Merge Queues not processing queued Pull Requests in some repositories,minor
22897467,2024-11-19T11:36:00Z,2024-11-19T12:03:00Z,27,updates,Disruption with some GitHub services,major
22924587,2024-11-21T14:30:00Z,2024-11-21T15:53:00Z,83,postmortem,Repository searches not working for some users,minor
22960458,2024-11-25T10:51:00Z,2024-11-25T12:17:00Z,86,updates,Disruption with some GitHub services,minor
22962175,2024-11-25T13:57:00Z,2024-11-25T15:25:00Z,88,updates,Disruption with GitHub Search,minor
22992082,2024-11-28T03:29:00Z,2024-11-28T05:11:00Z,102,updates,Incident with Sporadic Timeouts in Codespaces,minor
22993115,2024-11-28T06:27:00Z,2024-11-28T07:01:00Z,34,updates,Incident with Codespaces,minor
23031540,2024-12-01T23:18:00Z,2024-12-02T01:05:00Z,107,updates,Disruption with some GitHub services,minor
23046714,2024-12-03T04:11:00Z,2024-12-03T04:39:00Z,28,updates,Disruption with some GitHub services,minor
23055857,2024-12-03T19:35:00Z,2024-12-03T20:05:00Z,30,postmortem,Incident with Pull Requests and API Requests,minor
23058715,2024-12-03T23:30:00Z,2024-12-03T23:30:00Z,0,updates,[Retroactive] Incident with Pull Requests,minor
23070020,2024-12-04T18:58:00Z,2024-12-04T19:27:00Z,29,updates,Disruption with some GitHub services,minor
23095063,2024-12-06T16:58:00Z,2024-12-06T17:17:00Z,19,updates,Disruption with some GitHub services,minor
23233596,2024-12-17T14:51:00Z,2024-12-17T16:00:00Z,69,updates,Live updates on pages not loading reliably,major
23274163,2024-12-20T16:18:00Z,2024-12-20T16:44:00Z,26,updates,Disruption with some GitHub services,major
23417382,2025-01-02T22:09:00Z,2025-01-03T00:19:00Z,130,updates,Incident with Actions,minor
23468172,2025-01-07T14:49:00Z,2025-01-07T16:39:00Z,110,updates,Incident with Actions resulting in degraded performance,minor
23487850,2025-01-09T01:26:00Z,2025-01-09T01:56:00Z,30,postmortem,Incident with Webhooks,major
23490363,2025-01-09T07:15:00Z,2025-01-09T08:30:00Z,75,updates,Some GitHub Actions may not run,minor
23496521,2025-01-09T17:12:00Z,2025-01-09T20:00:00Z,168,updates,Issues with VNet Injected Larger Hosted Runners in East US 2,minor
23543623,2025-01-13T23:35:00Z,2025-01-14T00:24:00Z,49,postmortem,Incident with Git Operations,major
23556124,2025-01-14T20:55:00Z,2025-01-14T21:20:00Z,25,updates,Disruption connecting to Codespaces,minor
23575724,2025-01-16T00:45:00Z,2025-01-16T09:40:00Z,535,postmortem,Incident with Pull Request Rebase Merges,minor
23665952,2025-01-23T10:25:00Z,2025-01-23T17:27:00Z,422,updates,Incident with Actions,minor
23723119,2025-01-26T21:00:00Z,2025-01-26T21:00:00Z,0,updates,Incident With Migration Service,none
23716236,2025-01-27T23:32:00Z,2025-01-27T23:41:00Z,9,updates,Disruption with some GitHub services,minor
23735682,2025-01-29T14:52:00Z,2025-01-29T16:30:00Z,98,updates,Disruption with some GitHub services,minor
23746865,2025-01-30T14:29:00Z,2025-01-30T15:39:00Z,70,updates,Incident with Pull Requests and Issues,major
23824745,2025-02-03T19:37:00Z,2025-02-03T19:37:00Z,0,updates,[Retroactive] Incident with some GitHub services,major
23854368,2025-02-05T08:58:00Z,2025-02-05T11:44:00Z,166,updates,Actions Larger Runners Provisioning Delays,minor
23866630,2025-02-06T09:42:00Z,2025-02-06T11:13:00Z,91,updates,Incident with GIT LFS and Other Requests,minor
23939893,2025-02-12T21:51:00Z,2025-02-12T23:10:00Z,79,updates,Claude Sonnet unavailable in GitHub Copilot,minor
24098798,2025-02-13T07:30:00Z,2025-02-13T07:30:00Z,0,updates,[Retroactive] Incident with Migrations service,minor
23991123,2025-02-14T20:06:00Z,2025-02-15T04:15:00Z,489,updates,Disruption with some GitHub services,minor
24025277,2025-02-16T12:08:00Z,2025-02-16T12:44:00Z,36,updates,Disruption with some GitHub services,minor
24119402,2025-02-24T15:17:00Z,2025-02-24T17:08:00Z,111,postmortem,Incident with Issues,minor
24118928,2025-02-24T15:17:00Z,2025-02-24T18:31:00Z,194,updates,Disruption with some GitHub services,minor
24121839,2025-02-24T22:06:00Z,2025-02-24T22:14:00Z,8,updates,Claude 3.5 Sonnet model is unavailable in Copilot,minor
24122683,2025-02-25T00:17:00Z,2025-02-25T01:08:00Z,51,postmortem,Incident with Packages,minor
24130245,2025-02-25T14:40:00Z,2025-02-25T15:45:00Z,65,updates,Claude 3.7 Sonnet Partially Unavailable,minor
24131153,2025-02-25T15:12:00Z,2025-02-25T16:50:00Z,98,updates,Disruption with some GitHub services,major
24166591,2025-02-26T14:51:00Z,2025-02-26T17:19:00Z,148,postmortem,Incident with Actions and Packages,minor
24174245,2025-02-27T11:30:00Z,2025-02-27T12:22:00Z,52,postmortem,Disruption with some GitHub services,minor
24183556,2025-02-28T06:12:00Z,2025-02-28T06:55:00Z,43,updates,Elevated Request Latency for Write operations on github.com and api.github.com,minor
24179186,2025-02-27T21:09:00Z,2025-03-01T02:00:00Z,1731,updates,Scheduled Codespaces Maintenance,maintenance
24211089,2025-03-03T04:20:00Z,2025-03-03T05:31:00Z,71,updates,"Incident with Issues, Git Operations and API Requests",minor
24265365,2025-03-07T10:03:00Z,2025-03-07T11:24:00Z,81,updates,Disruption with some GitHub services,minor
24277394,2025-03-08T17:16:00Z,2025-03-08T18:02:00Z,46,postmortem,Incident with Actions and Pages,minor
24314215,2025-03-12T13:28:00Z,2025-03-12T14:07:00Z,39,postmortem,Some Actions users are seeing their workflow jobs failing to start,minor
24371689,2025-03-17T18:39:00Z,2025-03-17T23:02:00Z,263,updates,Incident with Issues,minor
24381480,2025-03-18T15:05:00Z,2025-03-18T17:15:00Z,130,updates,macos-15-arm64 hosted runner queue delays,minor
24382018,2025-03-18T15:58:00Z,2025-03-18T18:45:00Z,167,updates,Disruption with some GitHub services,minor
24384038,2025-03-18T19:28:00Z,2025-03-19T05:00:00Z,572,updates,Scheduled Migrations Maintenance,maintenance
24386116,2025-03-18T23:45:00Z,2025-03-19T00:55:00Z,70,updates,Incident with Actions: Queue Run Failures,minor
24405771,2025-03-20T19:24:00Z,2025-03-20T20:42:00Z,78,postmortem,Incident with Pages,minor
24407817,2025-03-21T02:12:00Z,2025-03-21T03:08:00Z,56,updates,Incident with Codespaces,minor
24409173,2025-03-21T06:21:00Z,2025-03-21T09:34:00Z,193,updates,Intermittent GitHub Actions workflow failures,minor
24411620,2025-03-21T12:40:00Z,2025-03-21T13:44:00Z,64,updates,Disruption with some GitHub services,minor
24441152,2025-03-23T18:00:00Z,2025-03-23T18:00:00Z,0,updates,[Retroactive] Incident with Migrations Submitted Via GitHub UI,minor
24492327,2025-03-27T23:49:00Z,2025-03-28T01:40:00Z,111,updates,Disruption with Pull Request Ref Updates,minor
24499597,2025-03-28T17:53:00Z,2025-03-28T18:14:00Z,21,updates,Disruption with some GitHub services,major
24502377,2025-03-28T22:50:00Z,2025-03-28T22:50:00Z,0,updates,[Retroactive] Disruption with Pull Request Ref Updates,none
24528290,2025-03-31T16:27:00Z,2025-03-31T17:57:00Z,90,updates,Disruption with some GitHub services,major
24534352,2025-04-01T08:31:00Z,2025-04-01T09:29:00Z,58,updates,Disruption with some GitHub services,minor
24548451,2025-04-02T16:11:00Z,2025-04-03T17:00:00Z,1489,updates,Scheduled Codespaces Maintenance,maintenance
24549960,2025-04-02T19:08:00Z,2025-04-02T20:20:00Z,72,updates,Disruption with some GitHub services,minor
24560388,2025-04-03T18:51:00Z,2025-04-03T19:12:00Z,21,updates,Disruption with some GitHub services,minor
24584381,2025-04-07T02:19:00Z,2025-04-07T02:31:00Z,12,updates,Disruption with some GitHub services,minor
24600599,2025-04-08T17:53:00Z,2025-04-08T18:21:00Z,28,updates,Vision requests are unavailable for certain models on Copilot Chat on github.com,minor
24606422,2025-04-09T07:01:00Z,2025-04-09T09:31:00Z,150,postmortem,Incident with Pull Requests,minor
24613351,2025-04-09T11:27:00Z,2025-04-09T12:39:00Z,72,postmortem,Disruption with some Pull Requests stuck in processing state,minor
24623827,2025-04-11T00:28:00Z,2025-04-11T00:51:00Z,23,updates,Incident with Codespaces,major
24645866,2025-04-12T20:00:00Z,2025-04-12T20:00:00Z,0,updates,[Retroactive] Access from China temporarily blocked for users that were not logged in,major
24663970,2025-04-15T13:30:00Z,2025-04-15T14:12:00Z,42,updates,Disruption with some GitHub services for Safari Users,minor
24666624,2025-04-15T18:20:00Z,2025-04-17T17:35:00Z,2835,updates,Disruption with some GitHub services,minor
24676888,2025-04-16T15:22:00Z,2025-04-16T17:26:00Z,124,updates,Incident with Pull Requests,minor
24694695,2025-04-17T15:30:00Z,2025-04-22T16:30:00Z,7260,updates,Codespaces Scheduled Maintenance,maintenance
24753567,2025-04-23T07:00:00Z,2025-04-23T07:20:00Z,20,postmortem,"Incident with Issues, API Requests and Pages",major
24763281,2025-04-23T21:38:00Z,2025-04-23T22:20:00Z,42,updates,Disruption with some GitHub services,major
24810628,2025-04-28T08:03:00Z,2025-04-28T11:09:00Z,186,updates,"Incident with Git Operations, API Requests and Issues",minor
24821797,2025-04-29T10:05:00Z,2025-04-29T12:52:00Z,167,updates,Delays for web and email notification delivery,minor
24836733,2025-04-30T08:02:00Z,2025-04-30T09:05:00Z,63,postmortem,Disruption with Pull Request Ref Updates,minor
24848610,2025-05-01T22:28:00Z,2025-05-01T23:13:00Z,45,updates,Issue Attachments Failing to Upload,major
24903911,2025-05-06T19:29:00Z,2025-05-08T16:30:00Z,2701,updates,Codespaces Scheduled Maintenance,maintenance
24935746,2025-05-08T14:40:00Z,2025-05-08T16:27:00Z,107,postmortem,Incident with Git Operations,minor
24994971,2025-05-12T14:53:00Z,2025-05-12T15:06:00Z,13,updates,Disruption with some GitHub services,minor
25020423,2025-05-13T19:52:00Z,2025-05-15T16:30:00Z,2678,updates,Codespaces Scheduled Maintenance,maintenance
25035810,2025-05-14T14:39:00Z,2025-05-15T01:02:00Z,623,updates,Disruption with Gemini 2.5 Pro model,minor
25052281,2025-05-15T07:00:00Z,2025-05-15T10:38:00Z,218,updates,Disruption with some GitHub services,minor
25058728,2025-05-15T12:41:00Z,2025-05-15T22:58:00Z,617,updates,Disruption with Gemini 2.5 Pro,minor
25084763,2025-05-16T09:22:00Z,2025-05-16T15:24:00Z,362,updates,Disruption with some GitHub services,minor
25090474,2025-05-16T13:46:00Z,2025-05-17T02:27:00Z,761,updates,GitHub Enterprise Importer (GEI) is experiencing degraded throughput,minor
25189632,2025-05-20T13:10:00Z,2025-05-20T16:08:00Z,178,updates,Elevated error rates for Claude Sonnet 3.7,minor
25196531,2025-05-20T18:18:00Z,2025-05-20T19:53:00Z,95,postmortem,Incident with Copilot,minor
25212747,2025-05-21T09:00:00Z,2025-05-21T09:00:00Z,0,updates,Incident with Webhooks,none
25227885,2025-05-22T07:06:00Z,2025-05-22T09:10:00Z,124,postmortem,Delayed GitHub Actions Jobs,minor
25243966,2025-05-23T17:40:00Z,2025-05-23T18:30:00Z,50,postmortem,Disruption with some GitHub services,minor
25261970,2025-05-26T06:20:00Z,2025-05-26T09:45:00Z,205,postmortem,We're experiencing errors,minor
25281050,2025-05-27T10:00:00Z,2025-05-27T10:00:00Z,0,updates,[Retroactive] Incident with Git Operations,none
25275453,2025-05-27T12:20:00Z,2025-05-27T12:41:00Z,21,updates,Disruption with some GitHub services,minor
25275516,2025-05-27T09:31:00Z,2025-05-27T13:31:00Z,240,postmortem,Incident with Actions,minor
25287025,2025-05-28T11:11:00Z,2025-05-28T14:43:00Z,212,updates,Disruption with some GitHub services,major
25233647,2025-05-22T15:26:00Z,2025-05-29T16:30:00Z,10144,updates,Codespaces Scheduled Maintenance,maintenance
25303483,2025-05-29T21:01:00Z,2025-05-31T04:30:00Z,1889,updates,Codespaces Scheduled Maintenance,maintenance
25310297,2025-05-30T08:10:00Z,2025-05-30T16:00:00Z,470,postmortem,Disruption with some GitHub services,major
25364469,2025-06-04T14:35:00Z,2025-06-04T15:50:00Z,75,postmortem,Incident with Actions,minor
25378142,2025-06-05T18:00:00Z,2025-06-05T19:29:00Z,89,updates,Incident with Actions,major
25385487,2025-06-06T09:58:00Z,2025-06-06T12:40:00Z,162,updates,Incident with Copilot,minor
25429897,2025-06-06T23:00:00Z,2025-06-06T23:00:00Z,0,updates,Incident With Copilot,none
25427285,2025-06-10T14:28:00Z,2025-06-10T14:45:00Z,17,postmortem,Incident with Pull Requests,minor
25429519,2025-06-10T12:15:00Z,2025-06-10T19:04:00Z,409,postmortem,Codespaces billing is delayed,minor
